DT_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASILEIRO,PAIS,UF_COMPLEXO,MUNICIPIO_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA,PUBLICO
2023-05-08,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,PENÁPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,99
2023-02-13,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",RS,PELOTAS,WMIX DISTRIBUIDORA LTDA.,26
2023-01-14,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,ITÁPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,11
2023-05-01,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SE,ARACAJU,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,114
2023-05-27,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,BARUERI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,126
2023-05-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,PRESIDENTE PRUDENTE,WARNER BROS. (SOUTH) INC.,74
2023-01-03,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,96
2023-05-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,CE,JUAZEIRO DO NORTE,WARNER BROS. (SOUTH) INC.,54
2023-04-28,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,MG,UBERABA,SM DISTRIBUIDORA DE FILMES LTDA,47
2023-01-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,DIVINÓPOLIS,WARNER BROS. (SOUTH) INC.,11
2023-05-23,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,VITÓRIA,WARNER BROS. (SOUTH) INC.,11
2023-04-09,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,ITABORAÍ,WARNER BROS. (SOUTH) INC.,91
2023-04-02,DEMON SLAYER: TO THE SWORDSMITH VILLAGE,DEMON SLAYER: TO THE SWORDSMITH VILLAGE, Japão,PR,CURITIBA,CINECOLOR DO BRASIL LTDA,141
2023-03-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,DF,BRASÍLIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,19
2023-04-30,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,46
2023-01-06,BLACK PANTHER: WAKANDA FOREVER,PANTERA NEGRA: WAKANDA PARA SEMPRE, Estados Unidos,MG,IPATINGA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,25
2023-04-26,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,SÃO JOSÉ DO RIO PRETO,WARNER BROS. (SOUTH) INC.,92
2023-05-02,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",CE,MARANGUAPE,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,1
2023-06-04,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RN,NATAL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-01-22,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,141
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SC,BRUSQUE,WARNER BROS. (SOUTH) INC.,40
2023-06-23,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,SÃO JOÃO DEL REI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,3
2023-03-19,SCREAM VI,PÂNICO VI, Estados Unidos,PA,REDENÇÃO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,14
2023-04-22,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,SÃO PAULO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,23
2023-05-07,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,JUIZ DE FORA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,348
2023-06-10,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RS,SANTA MARIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,30
2023-06-13,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,BA,GUANAMBI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,30
2023-01-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,DIADEMA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,9
2023-05-01,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,331
2023-04-01,COCAINE BEAR,O URSO DO PÓ BRANCO, Estados Unidos,GO,APARECIDA DE GOIÂNIA,WARNER BROS. (SOUTH) INC.,4
2023-03-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,115
2023-03-05,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PA,BELÉM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,142
2023-01-12,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SC,LAGES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,9
2023-05-16,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,BA,ILHÉUS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,79
2023-03-08,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,PIRACICABA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,90
2023-05-03,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,PR,MARINGÁ,WARNER BROS. (SOUTH) INC.,2
2023-03-15,SCREAM VI,PÂNICO VI, Estados Unidos,PI,TERESINA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,65
2023-01-24,REGRA 34,, Brasil,PE,RECIFE,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,13
2023-01-15,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,PINDAMONHANGABA,WARNER BROS. (SOUTH) INC.,25
2023-03-11,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,AL,MACEIÓ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,46
2023-01-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ARARAQUARA,WARNER BROS. (SOUTH) INC.,105
2023-02-23,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MT,ALTA FLORESTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,10
2023-04-27,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,15
2023-06-08,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RJ,SÃO GONÇALO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,450
2023-01-01,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,CAPÃO DA CANOA,WARNER BROS. (SOUTH) INC.,50
2023-06-16,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,43
2023-06-22,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RJ,ANGRA DOS REIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-01-29,"CHEF JACK, O COZINHEIRO AVENTUREIRO",, Brasil,PE,IGARASSU,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,1
2023-06-19,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,84
2023-05-07,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,AC,RIO BRANCO,WARNER BROS. (SOUTH) INC.,68
2023-05-04,LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM, Canadá,AM,MANAUS,WMIX DISTRIBUIDORA LTDA.,3
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,CE,ARACATI,WARNER BROS. (SOUTH) INC.,6
2023-04-09,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,VILA VELHA,WARNER BROS. (SOUTH) INC.,140
2023-05-11,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PR,PARANAGUÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,22
2023-05-31,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,BARUERI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,74
2023-01-30,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SC,FLORIANÓPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,188
2023-05-16,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RN,NATAL,WARNER BROS. (SOUTH) INC.,35
2023-04-05,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RS,NOVO HAMBURGO,WARNER BROS. (SOUTH) INC.,91
2023-02-13,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PI,TERESINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,97
2023-02-04,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,CAMPINAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,98
2023-03-17,SCREAM VI,PÂNICO VI, Estados Unidos,GO,GOIÂNIA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,94
2023-04-29,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,PIRACICABA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,50
2023-01-25,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PR,ASSIS CHATEAUBRIAND,THE WALT DISNEY COMPANY (BRASIL) LTDA.,28
2023-02-17,TRIANGLE OF SADNESS,TRIÂNGULO DA TRISTEZA," Alemanha, França, Reino Unido, Turquia",RJ,RIO DE JANEIRO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,241
2023-02-02,BABYLON,BABILÔNIA, Estados Unidos,TO,PALMAS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,1
2023-06-22,ELEMENTAL,ELEMENTOS, Estados Unidos,PE,JABOATÃO DOS GUARARAPES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,14
2023-05-02,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,SP,COTIA,SM DISTRIBUIDORA DE FILMES LTDA,12
2023-04-07,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,VITÓRIA,WARNER BROS. (SOUTH) INC.,452
2023-04-29,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,RJ,PETRÓPOLIS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,31
2023-01-19,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,LIMEIRA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,17
2023-04-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,DUQUE DE CAXIAS,WARNER BROS. (SOUTH) INC.,1007
2023-03-19,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,12
2023-05-29,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RS,PORTO ALEGRE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,65
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,27
2023-01-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,SANTA MARIA,WARNER BROS. (SOUTH) INC.,25
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MS,PONTA PORÃ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-01-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,RIO GRANDE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,14
2023-01-18,TERRIFIER 2,TERRIFIER 2, Estados Unidos,SP,PEDERNEIRAS,WMIX DISTRIBUIDORA LTDA.,11
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PA,BELÉM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,224
2023-04-26,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MT,SINOP,WARNER BROS. (SOUTH) INC.,66
2023-02-17,TITANIC,TITANIC 3D, Estados Unidos,SP,CAMPINAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,93
2023-02-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,21
2023-02-04,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,SP,PINDAMONHANGABA,WARNER BROS. (SOUTH) INC.,6
2023-05-06,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,RR,BOA VISTA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,9
2023-03-13,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,1
2023-05-09,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,PIRACICABA,WARNER BROS. (SOUTH) INC.,50
2023-01-22,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,CE,FORTALEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,11
2023-05-17,BARRACO DE FAMÍLIA,, Brasil,RJ,RIO DE JANEIRO,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,2
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,113
2023-01-30,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,SP,GUARULHOS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,85
2023-05-26,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,ES,VILA VELHA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,31
2023-05-04,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,18
2023-06-19,THE FLASH,THE FLASH, Estados Unidos,ES,VILA VELHA,WARNER BROS. (SOUTH) INC.,61
2023-01-22,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,MACAÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,145
2023-04-23,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,48
2023-01-04,TERRIFIER 2,TERRIFIER 2, Estados Unidos,MG,UBERLÂNDIA,WMIX DISTRIBUIDORA LTDA.,39
2023-02-05,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,CANELA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,37
2023-06-22,ELEMENTAL,ELEMENTOS, Estados Unidos,RS,PORTO ALEGRE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,66
2023-01-23,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DAS OSTRAS,WARNER BROS. (SOUTH) INC.,47
2023-02-19,TITANIC,TITANIC 3D, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,33
2023-05-31,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,OSASCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,248
2023-04-22,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",MG,BETIM,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,114
2023-05-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,CATAGUASES,WARNER BROS. (SOUTH) INC.,24
2023-05-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,ESPÍRITO SANTO DO PINHAL,WARNER BROS. (SOUTH) INC.,17
2023-06-27,ELEMENTAL,ELEMENTOS, Estados Unidos,PB,JOÃO PESSOA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,92
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,AC,RIO BRANCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-01-15,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,OURO BRANCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,40
2023-06-24,THE FLASH,THE FLASH, Estados Unidos,PB,JOÃO PESSOA,WARNER BROS. (SOUTH) INC.,114
2023-01-02,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PE,RECIFE,WARNER BROS. (SOUTH) INC.,141
2023-01-13,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SANTO ANDRÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,60
2023-02-21,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,ITAGUAÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,63
2023-01-19,BABYLON,BABILÔNIA, Estados Unidos,PA,BELÉM,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,35
2023-01-30,FERVO,, Brasil,SP,VÁRZEA PAULISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,1
2023-05-03,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,CE,FORTALEZA,WARNER BROS. (SOUTH) INC.,3
2023-04-01,COCAINE BEAR,O URSO DO PÓ BRANCO, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,14
2023-03-11,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,PI,PICOS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,20
2023-01-30,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,FERNANDÓPOLIS,WARNER BROS. (SOUTH) INC.,2
2023-06-15,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,POUSO ALEGRE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,1
2023-03-03,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PE,PAULISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,22
2023-03-16,SCREAM VI,PÂNICO VI, Estados Unidos,ES,COLATINA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,6
2023-02-21,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SANTOS,WARNER BROS. (SOUTH) INC.,76
2023-04-13,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,WARNER BROS. (SOUTH) INC.,94
2023-02-26,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,CONTAGEM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,96
2023-03-27,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,MG,BELO HORIZONTE,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,5
2023-02-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,112
2023-05-19,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RO,PORTO VELHO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,263
2023-06-27,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MA,IMPERATRIZ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,31
2023-01-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,114
2023-03-03,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,AL,ARAPIRACA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,16
2023-04-21,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,246
2023-05-05,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,RS,URUGUAIANA,WARNER BROS. (SOUTH) INC.,8
2023-06-18,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,18
2023-03-03,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,66
2023-06-26,ELEMENTAL,ELEMENTOS, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,55
2023-04-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,BARUERI,WARNER BROS. (SOUTH) INC.,19
2023-03-26,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,RIO DE JANEIRO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,131
2023-05-30,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-04-13,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,BARBACENA,WARNER BROS. (SOUTH) INC.,12
2023-06-12,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PR,ARAPONGAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,37
2023-06-07,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,CE,FORTALEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,43
2023-01-04,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PR,PONTA GROSSA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,555
2023-06-12,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,5
2023-05-15,LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM, Canadá,GO,RIO VERDE,WMIX DISTRIBUIDORA LTDA.,15
2023-06-26,ELEMENTAL,ELEMENTOS, Estados Unidos,PI,TERESINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,111
2023-01-26,TÁR,TÁR, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,87
2023-02-08,PROJECT GEMINI,GEMINI: O PLANETA SOMBRIO, Rússia,MG,BELO HORIZONTE,SM DISTRIBUIDORA DE FILMES LTDA,3
2023-01-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SC,MAFRA,WARNER BROS. (SOUTH) INC.,214
2023-01-26,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PR,LONDRINA,WARNER BROS. (SOUTH) INC.,126
2023-01-05,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,EMBU DAS ARTES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,35
2023-06-27,THE FLASH,THE FLASH, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,57
